order_id,product_id,add_to_cart_order,reordered
701823,22290,11,1
701823,46522,12,1
701823,39619,13,1
701823,4428,14,1
701823,13110,15,0
701823,26118,16,0
701823,38890,17,0
701823,15392,18,1
701823,15290,19,0
701823,27363,20,1
701823,35094,21,0
701823,25659,22,0
701823,48745,23,0
701823,11440,24,0
702331,46025,1,0
702331,41272,2,0
702331,8789,3,0
702331,27570,4,0
702331,10744,5,0
702331,12087,6,0
702331,46522,7,0
702331,18019,8,0
702331,26133,9,0
702331,23333,10,0
702331,44704,11,0
702331,12562,12,0
702331,15860,13,0
702396,2085,1,1
702396,14127,2,1
702396,4232,3,1
702396,7139,4,1
702396,46667,5,1
703701,36070,1,1
703701,9000,2,1
703701,46979,3,1
704649,25440,1,0
704649,41935,2,1
704649,25495,3,1
704649,36724,4,1
704649,11757,5,1
704649,39111,6,1
704649,14967,7,0
704649,27432,8,0
704733,20161,1,1
704733,5097,2,1
704733,12339,3,1
704733,44234,4,0
704733,12302,5,0
704733,33716,6,1
704733,44926,7,1
704733,25893,8,1
704733,432,9,1
704733,11463,10,1
704733,28560,11,1
705322,25659,1,1
705322,8251,2,1
705322,22594,3,1
705322,24385,4,1
705322,13225,5,1
705322,10036,6,1
705322,12020,7,1
705322,2923,8,1
705322,4605,9,0
705322,7751,10,1
706532,19348,1,1
706532,15962,2,0
706532,21903,3,0
706532,13431,4,0
706532,40593,5,0
706532,2785,6,0
706532,40001,7,0
706532,41870,8,0
706532,38293,9,1
706532,18370,10,1
706532,31927,11,1
706845,22827,1,0
706845,35951,2,1
706845,48289,3,1
706845,47209,4,0
706845,29487,5,0
706845,37067,6,0
706845,19660,7,1
706845,31404,8,0
706845,38693,9,0
706845,21903,10,1
706845,24612,11,1
706845,21616,12,0
706845,26800,13,1
706845,41549,14,0
706845,13984,15,1
706845,31717,16,0
706845,6904,17,0
706845,11136,18,0
706845,35939,19,0
706845,44750,20,0
706845,8518,21,0
706845,22247,22,0
707534,9358,1,1
707534,31397,2,0
707534,26759,3,0
707534,9585,4,0
707534,16279,5,0
708376,17008,1,0
708376,48527,2,0
708376,4210,3,1
708376,15424,4,1
708376,35123,5,0
708376,47993,6,0
708376,45193,7,0
708462,23230,1,1
708462,26604,2,1
708462,13176,3,0
708462,1693,4,0
708462,39928,5,0
708462,18811,6,0
708462,46049,7,0
708815,47005,1,0
708815,41149,2,1
708815,2780,3,0
708815,21903,4,1
708815,4472,5,1
708815,15399,6,0
708815,24838,7,0
708815,2348,8,0
708825,24600,1,0
708825,36316,2,0
708825,26751,3,1
708825,34321,4,0
708825,19389,5,0
708825,25495,6,1
708825,29529,7,0
708825,43631,8,0
708825,17981,9,0
708825,38025,10,0
708825,23405,11,0
708825,35042,12,0
708825,45854,13,0
708825,27323,14,0
708825,39545,15,1
708825,9370,16,0
708862,24852,1,1
708862,6375,2,1
708862,28199,3,1
708862,45066,4,1
708928,15386,1,0
708928,22888,2,0
708928,20520,3,0
708928,35167,4,0
708928,42701,5,0
708928,40396,6,0
708928,24382,7,0
708928,16168,8,0
708928,25435,9,0
709016,39475,1,1
709016,31618,2,1
709016,48415,3,1
709016,35188,4,1
709016,21051,5,0
709016,46720,6,1
709016,31766,7,1
709016,49520,8,1
709016,30082,9,0
709016,14852,10,1
709016,11212,11,1
709016,25122,12,0
709016,26104,13,0
709016,45371,14,0
709016,16759,15,0
709016,4605,16,0
709016,5825,17,0
709016,37029,18,0
709016,15737,19,0
709016,28800,20,0
709016,22275,21,0
709016,36854,22,0
709016,12157,23,0
709016,19468,24,0
709016,34092,25,0
709016,29228,26,0
709016,25190,27,0
709016,47479,28,0
709016,22000,29,0
709016,32638,30,0
709016,28656,31,0
709016,18596,32,0
709016,43129,33,0
709026,7437,1,0
709026,13249,2,0
709026,35682,3,1
709026,48946,4,1
709026,2855,5,1
709026,31683,6,0
709093,21938,1,1
709093,47280,2,0
709093,27662,3,0
709093,17915,4,1
709093,1752,5,0
709093,16290,6,0
709093,34300,7,0
709093,31337,8,0
709093,42719,9,1
709093,39429,10,0
709201,39928,1,0
709201,24810,2,1
709201,43713,3,1
709201,21137,4,1
709201,28745,5,1
709201,10385,6,1
709201,44765,7,1
709201,30489,8,1
709201,21709,9,1
709201,19677,10,1
709201,35946,11,1
709201,17794,12,1
709201,37876,13,1
709201,22035,14,1
709201,13176,15,1
709958,34050,1,1
709958,24852,2,1
709958,36011,3,1
709958,32331,4,1
709958,44085,5,1
709958,21376,6,1
709958,19309,7,1
709958,31205,8,1
709958,24710,9,0
709958,23007,10,0
709958,45066,11,1
709958,23322,12,1
710162,18394,1,1
710162,9124,2,1
710162,23769,3,1
710162,2750,4,0
710162,24583,5,0
710162,44422,6,1
710162,13646,7,1
710162,2543,8,0
710162,26648,9,0
710162,21137,10,1
710162,18159,11,0
710162,20638,12,0
710162,4086,13,0
710162,1752,14,1
710162,11534,15,0
710162,30954,16,0
710162,4428,17,0
710162,46584,18,0
710162,31433,19,0
710162,16083,20,0
710162,25010,21,1
710162,13062,22,1
710162,9421,23,0
710162,21953,24,0
710162,5073,25,0
710162,7681,26,0
710162,28820,27,0
710311,42460,1,0
710311,1006,2,0
710311,47759,3,1
710311,16797,4,1
710311,25146,5,0
710311,19839,6,0
710358,20580,1,1
710358,8424,2,1
710358,21903,3,1
710358,1511,4,1
710358,12686,5,1
710358,5994,6,1
710358,3469,7,1
710358,38293,8,1
710358,31343,9,0
710358,33089,10,1
710358,42812,11,0
710358,10969,12,1
710358,5131,13,0
711048,31506,1,1
711048,11182,2,1
711048,35887,3,0
711048,28123,4,0
711048,17948,5,1
711048,17803,6,1
711048,35503,7,1
711048,37067,8,1
711886,34243,1,1
711886,25477,2,1
711886,16759,3,1
712057,49615,1,1
712057,27730,2,1
712057,30618,3,1
712057,34619,4,1
712057,37417,5,1
712057,16953,6,1
712057,37654,7,1
712057,45656,8,1
712057,13176,9,1
712057,8174,10,0
712057,25146,11,1
712057,34234,12,0
712057,10673,13,0
712057,30183,14,1
712057,12894,15,1
712057,23645,16,0
712057,4778,17,1
712057,4261,18,0
712057,46047,19,0
712057,12099,20,1
712057,4137,21,1
712057,29193,22,1
712057,16900,23,1
712057,2390,24,0
712057,33129,25,1
712760,18850,1,1
712760,16696,2,1
712760,47677,3,1
712760,49363,4,1
712760,8030,5,1
712760,21099,6,1
712760,46787,7,1
712760,7736,8,1
712760,44177,9,1
712760,12218,10,1
712760,46697,11,1
712760,39832,12,1
712760,9533,13,1
712760,48086,14,1
712760,15600,15,1
712760,39451,16,1
712760,20502,17,1
712760,10232,18,1
712760,35325,19,1
712760,12403,20,1
712760,14741,21,1
712760,11121,22,1
712760,46203,23,1
712760,36106,24,1
712760,10498,25,1
712760,54,26,1
712760,22565,27,1
712760,35601,28,1
712760,14634,29,1
712760,22656,30,0
712804,19454,1,1
712804,34027,2,1
712804,46842,3,1
712804,38544,4,1
712959,4176,1,1
712959,14335,2,1
712959,43732,3,1
712959,4971,4,1
712959,33452,5,1
712959,3594,6,1
712959,46203,7,0
712959,16305,8,0
712959,41155,9,0
712959,35430,10,0
713017,4210,1,1
713017,6286,2,1
713017,43154,3,1
713017,43631,4,1
713017,47877,5,1
713017,42743,6,1
713017,10957,7,1
713017,5091,8,1
713017,35475,9,1
713017,21757,10,1
713017,3499,11,1
713017,11869,12,1
713017,25793,13,1
713017,4047,14,1
713017,42731,15,1
713017,42888,16,1
713017,29198,17,1
713017,35489,18,1
713017,3389,19,1
713017,48304,20,1
713017,15023,21,1
713017,7131,22,1
713017,859,23,1
713017,48333,24,1
713017,27548,25,1
713017,20641,26,1
713017,29034,27,1
713017,48959,28,1
713017,16683,29,0
713017,13911,30,1
713017,15720,31,0
713017,17859,32,0
713425,4920,1,1
713425,21938,2,1
713425,34969,3,1
713425,45570,4,1
713425,8518,5,1
713425,26497,6,1
713425,22721,7,1
713425,5450,8,1
713425,27104,9,1
713530,3619,1,0
713530,2350,2,0
713530,34574,3,0
713530,260,4,0
713530,2776,5,0
713530,18595,6,0
713530,48705,7,0
713530,43252,8,0
713530,21781,9,0
713530,18196,10,0
713530,32376,11,0
713562,34368,1,0
713562,42534,2,0
713562,859,3,0
713911,24852,1,1
713911,49683,2,1
713911,19660,3,1
713911,47766,4,1
713911,21019,5,1
713911,13712,6,1
713911,13640,7,1
713911,44632,8,1
713911,24838,9,1
713911,24184,10,0
713987,10504,1,1
713987,47965,2,1
713987,25890,3,1
713987,47766,4,1
713987,26209,5,0
713987,27454,6,1
713987,23192,7,1
713987,40345,8,0
713987,30489,9,0
713987,14992,10,1
713987,44661,11,0
713987,40910,12,1
714143,3858,1,1
714143,15692,2,1
714143,7512,3,1
714143,45588,4,1
714143,2416,5,0
714221,17948,1,1
714221,15500,2,1
714221,27845,3,1
714221,22935,4,1
714221,28849,5,1
714221,18918,6,1
714221,6104,7,1
714221,22035,8,1
714556,39877,1,1
714556,28204,2,0
714556,38739,3,0
714556,48057,4,1
714556,18891,5,1
714556,30450,6,0
714556,25947,7,0
714556,27353,8,1
714556,24810,9,1
714556,22993,10,1
714556,16521,11,0
714556,42244,12,1
714556,24838,13,1
714556,2966,14,1
714556,19660,15,1
714556,35951,16,1
714556,4989,17,1
714556,39924,18,1
714556,10530,19,0
714556,30776,20,1
714556,48559,21,1
714556,45603,22,1
714556,6287,23,1
714556,2552,24,1
714556,20794,25,1
714556,21953,26,0
714556,25010,27,0
714556,26454,28,1
714556,17526,29,1
714556,1131,30,1
714556,3466,31,1
714556,2480,32,1
714556,47154,33,1
714556,42615,34,1
714556,9550,35,1
714556,42442,36,1
714556,34137,37,0
714556,36205,38,0
714556,48900,39,0
714556,40326,40,1
714556,7753,41,1
714687,31720,1,1
714687,4097,2,1
714687,19895,3,1
714687,12456,4,1
714687,27744,5,1
714687,12935,6,0
714687,27966,7,0
714708,33873,1,0
714708,47766,2,1
714708,34243,3,1
715181,32950,1,0
715181,35619,2,1
715181,10699,3,0
715405,8424,1,1
715405,30720,2,1
715405,46969,3,0
715405,3382,4,1
715405,34126,5,1
715405,31717,6,1
715405,18609,7,0
715405,8518,8,1
715405,48364,9,1
715754,45693,1,1
715754,28373,2,1
715754,8174,3,1
715754,26856,4,1
715754,27845,5,1
715754,22224,6,1
715754,42193,7,1
715754,17794,8,1
715754,44359,9,1
715754,46331,10,1
715754,46650,11,1
715754,1203,12,0
715754,17628,13,0
715754,37646,14,1
715958,37067,1,0
715958,16589,2,0
715958,30489,3,0
715958,42265,4,0
715958,28842,5,0
715958,46979,6,0
715958,31506,7,0
716603,31915,1,1
716603,37687,2,1
716603,27344,3,1
716603,49131,4,0
716603,32486,5,0
716603,21137,6,1
716603,21903,7,0
717291,4462,1,1
717291,47144,2,1
717291,36287,3,1
717291,16273,4,1
718178,21386,1,1
718178,47868,2,1
718178,18135,3,1
718178,24852,4,1
718178,30563,5,1
718178,38456,6,1
718178,42243,7,0
718218,16744,1,1
718218,2825,2,1
718218,8025,3,1
718218,44661,4,1
718218,16384,5,1
718218,14129,6,1
718218,2658,7,1
718218,22950,8,1
718218,18441,9,1
718218,19048,10,1
718218,12238,11,1
718218,14929,12,1
718218,23375,13,1
718223,17859,1,0
718223,2120,2,1
719122,49235,1,1
719122,28985,2,1
719122,28204,3,1
719122,24852,4,1
719122,16185,5,1
719122,4799,6,1
719122,47766,7,1
719122,27845,8,1
719122,47547,9,1
719122,12732,10,0
719122,48140,11,1
719122,9020,12,1
719122,12845,13,1
719122,42768,14,1
719122,21903,15,0
719122,44449,16,0
719122,29195,17,0
719122,21543,18,1
719675,16797,1,1
719803,10246,1,0
719803,25931,2,1
719803,21938,3,1
719803,43768,4,1
719803,41787,5,0
719803,45007,6,1
719803,13629,7,0
719803,6638,8,0
719803,13249,9,1
719803,38996,10,1
719803,18740,11,0
719899,27845,1,1
719899,45570,2,1
719899,10749,3,1
719899,22035,4,1
719899,40706,5,1
719899,31215,6,1
719899,40198,7,1
719899,23362,8,0
719899,37646,9,1
719899,8277,10,1
719899,7485,11,1
719899,5212,12,1
719899,22963,13,1
720911,36695,1,1
720911,42265,2,1
720911,21137,3,1
720911,39275,4,1
720911,24838,5,1
720911,4462,6,1
720911,47209,7,1
720911,45007,8,0
720911,5991,9,0
720911,22475,10,1
720911,21903,11,1
720911,33352,12,1
720911,41220,13,0
720911,2295,14,1
720911,31717,15,1
720911,8518,16,0
720911,14355,17,0
720911,19436,18,0
720911,4853,19,1
720911,35140,20,1
720911,48745,21,1
720911,21560,22,1
720911,34969,23,1
721053,1335,1,1
721053,8574,2,1
721053,18531,3,1
721053,63,4,1
721053,16508,5,1
721053,32500,6,1
721053,36500,7,1
721053,48476,8,1
721284,45570,1,1
721284,11182,2,1
721284,37646,3,1
721284,48825,4,0
721284,41186,5,1
721284,42265,6,1
721284,4317,7,0
721284,26768,8,0
721284,9452,9,0
721284,17526,10,0
721284,3466,11,0
721399,46347,1,1
721399,15924,2,1
721399,4210,3,1
721399,35584,4,1
721399,27062,5,1
721399,45954,6,1
721399,44609,7,1
721399,32156,8,1
721399,36650,9,1
721399,25986,10,1
721399,28931,11,1
721399,44753,12,1
721399,196,13,1
721399,13878,14,0
721399,15734,15,1
721399,22425,16,1
721853,31717,1,1
721853,20114,2,0
721853,24964,3,0
721853,8518,4,0
721853,6933,5,1
721853,7076,6,1
721853,47766,7,1
721853,35504,8,1
721853,5876,9,1
721853,31714,10,1
721853,39984,11,0
721853,40706,12,0
721853,39812,13,0
722334,22255,1,1
722334,22825,2,1
722334,27521,3,1
722334,26317,4,1
722334,37646,5,1
722334,17206,6,1
722334,5373,7,1
722334,33120,8,1
722334,35921,9,1
722334,10749,10,1
722822,25281,1,1
722822,25133,2,1
722865,35951,1,1
722865,9825,2,0
722865,13176,3,1
722865,46979,4,1
722865,29672,5,1
722919,8637,1,1
722919,6846,2,0
723328,12403,1,0
723328,27440,2,0
723328,43209,3,1
723328,16953,4,1
723328,15359,5,1
723328,48742,6,0
723328,24780,7,0
723328,27243,8,0
723328,14941,9,0
723328,8723,10,0
723328,22788,11,1
723328,5067,12,0
723328,46421,13,1
723328,23909,14,0
723328,46522,15,0
723328,44325,16,1
723328,48871,17,0
723328,25170,18,0
723328,9486,19,0
723328,41844,20,0
723328,18900,21,0
723328,21970,22,1
723328,13173,23,1
723347,10957,1,1
723590,21903,1,1
723590,31805,2,1
723590,20170,3,0
723725,43195,1,0
723725,5406,2,1
723725,4261,3,1
723725,32971,4,1
723725,34004,5,0
723820,13176,1,1
723820,27433,2,1
723820,23219,3,1
723820,14739,4,1
723820,26021,5,1
723820,24263,6,1
723820,33206,7,1
723820,36519,8,1
723820,4656,9,1
723820,39605,10,1
723820,18811,11,1
723820,29987,12,1
723820,16004,13,1
723820,37524,14,1
723820,30489,15,1
723820,31720,16,1
723820,27086,17,1
723820,16768,18,1
723820,42736,19,1
723820,48364,20,1
723820,29662,21,1
723820,34243,22,1
723820,27104,23,1
723820,41220,24,1
723820,44359,25,1
723820,1244,26,1
723820,6218,27,1
723820,5876,28,1
723820,16797,29,1
723820,8638,30,0
723820,17338,31,0
723820,43712,32,0
723820,26384,33,1
723820,48205,34,0
723820,27897,35,0
723891,28016,1,1
723891,19604,2,1
723891,32338,3,0
723891,24852,4,1
723891,42976,5,0
723891,32813,6,0
723891,9387,7,1
723891,33316,8,1
724799,26165,1,1
724799,5648,2,1
724799,17905,3,0
724799,24838,4,1
724799,19057,5,0
724799,47209,6,1
724799,34658,7,1
724799,36070,8,0
724799,7503,9,0
724799,18078,10,1
724799,4321,11,0
724799,13176,12,0
724799,4920,13,0
725233,40199,1,1
725414,2707,1,1
725414,4005,2,0
725414,23892,3,0
725414,21360,4,0
725414,30931,5,0
725414,29350,6,0
725414,28635,7,0
725414,17046,8,0
725414,6052,9,0
725414,4635,10,0
725414,21497,11,1
725414,41178,12,1
725414,937,13,0
725414,4222,14,0
725414,25755,15,0
725414,40581,16,0
725909,48745,1,1
725909,41621,2,0
725909,13782,3,0
725909,29487,4,0
725909,13280,5,0
725909,21037,6,1
725909,49235,7,0
725933,9614,1,1
725933,45570,2,1
725933,24231,3,0
725933,20580,4,0
726460,19145,1,0
726460,29553,2,0
726460,3990,3,0
726460,37607,4,0
726460,44292,5,0
726473,16797,1,1
726473,33000,2,1
726473,26348,3,1
726473,42265,4,1
726473,37710,5,1
726473,43136,6,0
726598,13944,1,1
726598,22481,2,1
726598,5450,3,1
726598,16185,4,0
726598,581,5,0
726598,4210,6,1
727080,23803,1,0
727080,11379,2,0
727080,47626,3,0
727080,42625,4,0
727080,43154,5,1
727080,31717,6,0
727080,10749,7,0
727080,5818,8,0
727080,12496,9,0
727080,21050,10,1
727080,30021,11,0
727080,29604,12,1
727200,6292,1,0
727200,15937,2,0
727200,40593,3,0
727200,42828,4,0
727358,26242,1,0
727358,45066,2,0
727358,24852,3,1
727358,17726,4,0
727358,42266,5,0
727358,31696,6,0
727358,21903,7,1
727574,26620,1,1
727574,49518,2,1
727574,6975,3,1
727574,42450,4,0
727574,32429,5,0
727574,13640,6,0
727574,22825,7,0
727574,43961,8,1
727574,35132,9,0
727574,32773,10,0
727574,13740,11,0
727574,27695,12,0
727574,6104,13,0
727574,45906,14,0
727576,2002,1,1
727576,10749,2,0
727576,46969,3,0
727576,5450,4,0
727576,49075,5,0
727576,21543,6,1
727576,14870,7,0
727576,39322,8,0
727576,38256,9,0
727576,13176,10,0
727576,46575,11,0
727837,19607,1,0
727837,48183,2,0
727837,7969,3,1
727951,10172,1,1
727951,46876,2,1
727951,23374,3,1
727951,11961,4,1
727951,5384,5,1
727951,23079,6,1
727951,36824,7,1
727951,48480,8,1
727951,1035,9,1
727951,22613,10,1
727951,11224,11,1
727951,24373,12,1
727951,2622,13,1
727951,20447,14,1
727951,44627,15,1
727951,19180,16,1
727951,9934,17,1
727951,48811,18,0
727951,25949,19,0
727951,38344,20,0
727951,26313,21,0
727951,26390,22,1
727951,7367,23,0
727951,3228,24,0
727951,27980,25,0
727951,9194,26,0
727951,42165,27,0
727951,7519,28,0
728257,24838,1,1
728257,43692,2,1
728257,31086,3,1
728257,43086,4,1
728257,44987,5,1
728257,43928,6,1
728257,10862,7,0
728257,41682,8,0
728257,29926,9,1
728271,35951,1,1
728271,18670,2,1
728271,13176,3,1
728271,26317,4,1
728271,42585,5,1
728271,45063,6,1
728271,34243,7,0
728271,43789,8,1
728271,34335,9,1
728271,41065,10,0
728271,671,11,1
728271,39619,12,1
728271,48595,13,0
728271,17956,14,0
728271,26800,15,1
728271,37646,16,0
728271,8174,17,0
728271,32433,18,0
728271,30489,19,0
728271,6839,20,0
728271,3740,21,0
728271,48171,22,0
728271,41842,23,0
728271,25194,24,1
728437,2295,1,0
728437,48745,2,1
728437,43772,3,1
728437,29912,4,1
728437,10460,5,1
728437,44368,6,1
728437,25686,7,1
728437,39742,8,0
728437,14168,9,1
728437,12099,10,1
728437,5782,11,1
728437,24852,12,1
729244,47766,1,0
729244,7628,2,0
729244,28071,3,1
729244,22993,4,1
729244,38293,5,1
729244,21903,6,1
729244,36011,7,1
729244,45364,8,1
729244,21938,9,1
729621,19660,1,1
729710,4920,1,1
729710,47766,2,1
729710,4605,3,1
729710,26209,4,1
729710,16759,5,1
729710,34530,6,1
729710,20114,7,1
729710,31553,8,1
729710,34358,9,1
729710,16823,10,1
730021,35989,1,1
730021,14947,2,1
730021,2966,3,0
730021,8859,4,0
730021,37465,5,0
730373,30390,1,1
730373,35108,2,1
730373,29370,3,0
730373,44632,4,1
730552,27086,1,1
730552,23734,2,1
730552,47780,3,1
730552,26301,4,1
730552,14705,5,1
730552,27243,6,1
730552,36086,7,1
730552,25930,8,1
730552,34308,9,1
730637,42828,1,1
730848,20039,1,0
730848,44359,2,0
730848,39408,3,0
730848,33884,4,0
730848,24852,5,0
730848,47626,6,1
730976,29660,1,1
730976,16759,2,0
730976,22935,3,0
730976,47734,4,0
730976,17803,5,0
730976,28527,6,0
730976,26131,7,0
730976,45106,8,1
730976,24799,9,0
730976,7559,10,1
730976,35628,11,0
731862,47156,1,0
731862,24838,2,0
731862,12440,3,0
731862,10978,4,0
731862,21938,5,0
731862,19508,6,0
731862,41834,7,0
731862,28849,8,0
731862,32734,9,0
731862,8721,10,0
731862,37931,11,0
731862,21903,12,1
732113,32079,1,1
732113,11759,2,1
732113,43154,3,1
732113,5258,4,1
732215,21195,1,1
732215,40311,2,0
732215,39275,3,1
732215,35140,4,1
732215,17794,5,0
732215,23484,6,1
732215,5876,7,1
732215,26751,8,0
732215,26940,9,1
732215,5991,10,1
732667,5161,1,1
732667,13176,2,1
732667,44632,3,1
732667,39275,4,1
732667,2326,5,1
732667,33055,6,1
732667,13870,7,1
732667,8174,8,1
732667,40723,9,1
732667,32402,10,1
732667,33527,11,1
732667,38456,12,1
732667,44397,13,1
732667,27104,14,1
732667,28790,15,1
732667,9839,16,1
732667,12644,17,1
732667,3599,18,1
732667,30233,19,1
732667,22935,20,1
732667,44910,21,1
732667,39928,22,1
732667,22825,23,1
732667,35750,24,1
732667,21417,25,1
732667,11422,26,1
732667,17224,27,1
732667,43768,28,1
732667,24633,29,1
732667,26242,30,1
732667,36036,31,1
732667,41332,32,1
732667,21137,33,1
732667,5876,34,1
732667,48745,35,1
732667,36695,36,0
732667,691,37,0
732667,43504,38,1
732667,36180,39,0
732667,27521,40,0
732667,27811,41,0
732667,33399,42,0
732667,23342,43,0
732834,21903,1,1
732834,47766,2,1
732834,38205,3,1
732834,16797,4,0
732834,28204,5,1
732834,26604,6,1
732957,18689,1,1
732957,39947,2,1
732957,26165,3,1
732957,33731,4,1
732957,38693,5,0
733123,40939,1,0
733823,5479,1,1
733823,27012,2,1
734005,1629,1,0
734017,24852,1,1
734017,48823,2,1
734044,7542,1,1
734044,49667,2,1
734044,28458,3,1
734044,11249,4,1
734044,14386,5,0
734044,12962,6,0
734044,40627,7,0
734044,1366,8,1
734044,13521,9,1
734044,13176,10,0
734044,35469,11,0
734044,49273,12,0
734184,39099,1,1
734184,21616,2,0
734184,18727,3,0
734184,16145,4,1
734184,38650,5,0
734184,42768,6,1
734468,21903,1,1
734468,37687,2,0
734468,41973,3,1
734468,39275,4,0
734550,27413,1,1
734550,1752,2,1
734550,2180,3,0
734550,41651,4,0
734550,11128,5,1
734550,35234,6,1
734550,19948,7,0
734550,25920,8,0
734550,20282,9,0
734550,9163,10,1
734550,1481,11,1
734550,34940,12,1
734550,19080,13,1
734550,3594,14,1
734577,37646,1,0
734577,27511,2,0
734577,22255,3,1
734577,38647,4,1
734577,36550,5,0
734577,12341,6,0
734577,11777,7,0
734577,34329,8,1
734577,20754,9,0
734577,43957,10,0
734577,3913,11,0
734577,35121,12,0
734577,48726,13,0
734577,47029,14,0
734577,2716,15,0
734577,35851,16,0
735460,29487,1,0
735460,37011,2,0
735460,12620,3,1
735460,25533,4,0
735460,5618,5,0
735460,3787,6,0
735654,12467,1,1
735654,4037,2,0
735654,45774,3,0
735654,11143,4,0
735697,5428,1,1
735697,40310,2,1
735697,5077,3,1
735697,34590,4,0
735697,35951,5,1
735697,47209,6,1
735697,42585,7,1
735697,21903,8,1
735697,5991,9,1
735697,3957,10,1
735701,2996,1,1
735701,21616,2,1
735701,33290,3,1
735701,40898,4,1
735701,42244,5,0
735701,45007,6,1
735701,21137,7,1
735701,26165,8,1
736123,23909,1,1
736123,1467,2,0
736123,11710,3,0
736123,1408,4,1
736123,43352,5,1
736123,38739,6,1
736123,49279,7,1
736123,34230,8,0
736123,21010,9,0
736123,15664,10,0
736123,43692,11,0
736123,6148,12,0
736123,35547,13,1
736123,6473,14,1
736123,13639,15,0
736123,10916,16,0
736123,33357,17,0
736123,343,18,1
736123,32360,19,1
736123,22952,20,0
736123,24097,21,0
736123,10673,22,0
736123,42460,23,1
736123,27500,24,0
736123,43967,25,0
736123,9322,26,0
736971,30696,1,1
736971,15109,2,1
736971,4137,3,0
736971,47843,4,0
736971,35383,5,0
736971,35750,6,0
736971,46203,7,1
736971,5710,8,1
737058,16797,1,1
737058,24852,2,1
737058,16914,3,0
737058,41674,4,1
737058,11121,5,1
737058,37247,6,0
737058,11422,7,0
737058,4591,8,1
737058,34582,9,1
737058,2078,10,1
737058,12206,11,1
737058,47145,12,0
737214,6369,1,0
737214,31651,2,1
737214,32478,3,0
737457,41277,1,1
737457,47672,2,1
737457,4347,3,1
737457,5460,4,1
737457,39059,5,1
737457,5450,6,1
737457,24852,7,1
737457,7628,8,1
737457,31506,9,1
737457,19003,10,1
737457,29694,11,1
737457,16759,12,1
737457,39975,13,1
737457,4605,14,1
737457,4675,15,0
737457,40232,16,1
737457,581,17,1
737457,47626,18,1
737457,35973,19,1
737457,38028,20,1
737457,6358,21,1
737457,13525,22,1
737457,27676,23,1
737457,37098,24,1
737457,17364,25,0
737457,15200,26,1
737457,13622,27,0
737457,8512,28,0
737769,30892,1,0
737769,22290,2,0
737769,7095,3,0
737769,23730,4,0
737769,32566,5,1
737769,44987,6,0
737769,663,7,1
737769,27344,8,0
737769,22827,9,0
737769,8025,10,0
738268,19660,1,1
738268,432,2,1
738268,3765,3,1
738268,27000,4,1
738268,23848,5,1
738268,37067,6,1
738452,35845,1,1
738452,9020,2,1
738452,47626,3,0
738452,5785,4,1
738452,28842,5,1
738452,46979,6,1
738452,44142,7,0
738452,9558,8,1
738452,24852,9,1
738452,812,10,1
738477,24852,1,1
738477,9020,2,1
738477,8424,3,1
738477,39462,4,1
738477,18531,5,1
738477,46667,6,1
738477,35217,7,0
738477,23541,8,0
738583,329,1,1
738583,26346,2,1
738583,34197,3,1
738583,12395,4,0
738583,10831,5,1
738583,13176,6,1
738583,8575,7,0
738583,29071,8,1
738583,39275,9,1
738583,36968,10,1
738583,12616,11,0
738583,25821,12,0
738583,20995,13,1
738629,23909,1,1
738629,46676,2,1
738629,9648,3,1
738629,3756,4,1
738629,28134,5,1
738629,28590,6,1
738629,41588,7,1
738629,27953,8,1
738629,14678,9,1
738629,13510,10,1
738629,4256,11,1
738629,39275,12,1
738629,3098,13,0
738629,17461,14,0
738629,38293,15,1
738629,46558,16,0
738629,35887,17,1
739917,17835,1,1
739917,40268,2,1
739917,26287,3,0
739917,35898,4,0
739917,45371,5,0
739917,46654,6,0
740090,45492,1,0
740090,26706,2,1
740090,36766,3,1
740090,10341,4,1
740090,20463,5,1
740090,10402,6,0
740177,43789,1,1
740177,32864,2,1
740177,32052,3,1
740177,19660,4,1
741227,19173,1,1
741227,26298,2,1
741227,38293,3,1
741227,46802,4,1
741227,44422,5,0
741227,18479,6,1
741227,5605,7,0
741227,14462,8,0
741227,14647,9,0
741227,18465,10,0
741227,2763,11,0
741227,27509,12,0
741227,47144,13,0
741227,41198,14,0
742150,47144,1,0
742150,24852,2,1
742178,26765,1,1
742178,7872,2,0
742178,17986,3,1
742178,5782,4,0
742178,5422,5,0
742269,11811,1,1
742269,37067,2,0
742269,4799,3,0
742269,18829,4,0
742278,43279,1,1
742278,264,2,1
742278,33548,3,1
742278,33791,4,1
742278,42598,5,1
742278,31964,6,1
742278,1831,7,1
742278,47977,8,1
742278,13627,9,1
742278,7693,10,0
742278,4445,11,0
742327,33493,1,1
742327,26386,2,1
742327,49319,3,1
742327,20919,4,1
742327,19348,5,1
742327,28083,6,1
742327,32511,7,1
742327,9551,8,1
742327,45835,9,1
742327,2915,10,1
742327,14399,11,1
742327,34878,12,1
742327,30489,13,1
742327,42495,14,0
742655,21903,1,1
742655,21195,2,1
742655,35561,3,1
742655,890,4,1
742655,13424,5,1
742655,15200,6,1
742655,20448,7,1
742655,14678,8,1
742655,35951,9,1
742655,37220,10,1
742655,11913,11,0
742900,26346,1,1
742900,49235,2,1
742900,46886,3,1
742900,27344,4,1
742900,13176,5,1
742900,34448,6,0
742900,48099,7,1
